'Simulation','Policy','n_Public_Ambulance','n_Private_Ambulance','n_Car','PatientProbability','Patients_Created','Public_Ambulance_Saved','Private_Ambulance_Saved','Car_Saved','Dead','Alive','Public_Ambulance_Cost','Private_Ambulance_Cost','Total_Cost',DeathRate
'AveragedSim',2,4,0,0,0.241,2404,745,0,0,1631.2,27.8,40000,0,40000,0.678535774
'Simulation 711',2,4,0,0,0.242,2447,762,0,0,1655,30,40000,0,40000,0.676338374
'Simulation 712',2,4,0,0,0.242,2356,748,0,0,1584,24,40000,0,40000,0.672325976
'Simulation 713',2,4,0,0,0.242,2364,767,0,0,1572,25,40000,0,40000,0.664974619
'Simulation 714',2,4,0,0,0.242,2376,684,0,0,1672,20,40000,0,40000,0.703703704
'Simulation 715',2,4,0,0,0.242,2446,707,0,0,1713,26,40000,0,40000,0.700327065
'AveragedSim',2,4,0,0,0.242,2397.8,733.6,0,0,1639.2,25,40000,0,40000,0.683626658
'Simulation 716',2,4,0,0,0.243,2377,782,0,0,1576,19,40000,0,40000,0.663020614
'Simulation 717',2,4,0,0,0.243,2455,767,0,0,1664,24,40000,0,40000,0.677800407
'Simulation 718',2,4,0,0,0.243,2384,798,0,0,1557,29,40000,0,40000,0.653104027
'Simulation 719',2,4,0,0,0.243,2448,799,0,0,1629,20,40000,0,40000,0.665441176
'Simulation 720',2,4,0,0,0.243,2396,724,0,0,1644,28,40000,0,40000,0.686143573
'AveragedSim',2,4,0,0,0.243,2412,774,0,0,1614,24,40000,0,40000,0.669154229
'Simulation 721',2,4,0,0,0.244,2410,732,0,0,1646,32,40000,0,40000,0.682987552
'Simulation 722',2,4,0,0,0.244,2427,770,0,0,1637,20,40000,0,40000,0.674495262
'Simulation 723',2,4,0,0,0.244,2407,702,0,0,1682,23,40000,0,40000,0.698795181
'Simulation 724',2,4,0,0,0.244,2425,709,0,0,1689,27,40000,0,40000,0.696494845
'Simulation 725',2,4,0,0,0.244,2428,747,0,0,1655,26,40000,0,40000,0.681630972
'AveragedSim',2,4,0,0,0.244,2419.4,732,0,0,1661.8,25.6,40000,0,40000,0.686864512
'Simulation 726',2,4,0,0,0.245,2462,676,0,0,1761,25,40000,0,40000,0.715272136
'Simulation 727',2,4,0,0,0.245,2445,723,0,0,1702,20,40000,0,40000,0.696114519
'Simulation 728',2,4,0,0,0.245,2472,660,0,0,1792,20,40000,0,40000,0.724919094
'Simulation 729',2,4,0,0,0.245,2437,766,0,0,1649,22,40000,0,40000,0.676651621
'Simulation 730',2,4,0,0,0.245,2437,696,0,0,1718,23,40000,0,40000,0.704965121
'AveragedSim',2,4,0,0,0.245,2450.6,704.2,0,0,1724.4,22,40000,0,40000,0.703664409
'Simulation 731',2,4,0,0,0.246,2474,731,0,0,1715,28,40000,0,40000,0.693209378
'Simulation 732',2,4,0,0,0.246,2445,738,0,0,1677,30,40000,0,40000,0.685889571
'Simulation 733',2,4,0,0,0.246,2391,721,0,0,1642,28,40000,0,40000,0.686741949
'Simulation 734',2,4,0,0,0.246,2437,683,0,0,1721,33,40000,0,40000,0.706196143
'Simulation 735',2,4,0,0,0.246,2443,697,0,0,1725,21,40000,0,40000,0.706099059
'AveragedSim',2,4,0,0,0.246,2438,714,0,0,1696,28,40000,0,40000,0.695652174
'Simulation 736',2,4,0,0,0.247,2467,668,0,0,1771,28,40000,0,40000,0.717875963
'Simulation 737',2,4,0,0,0.247,2536,687,0,0,1814,35,40000,0,40000,0.715299685
'Simulation 738',2,4,0,0,0.247,2511,788,0,0,1698,25,40000,0,40000,0.676224612
'Simulation 739',2,4,0,0,0.247,2466,779,0,0,1656,31,40000,0,40000,0.671532847
'Simulation 740',2,4,0,0,0.247,2505,777,0,0,1703,25,40000,0,40000,0.679840319
'AveragedSim',2,4,0,0,0.247,2497,739.8,0,0,1728.4,28.8,40000,0,40000,0.692190629
'Simulation 741',2,4,0,0,0.248,2552,756,0,0,1771,25,40000,0,40000,0.693965517
'Simulation 742',2,4,0,0,0.248,2510,726,0,0,1758,26,40000,0,40000,0.700398406
'Simulation 743',2,4,0,0,0.248,2482,676,0,0,1777,29,40000,0,40000,0.715954875
'Simulation 744',2,4,0,0,0.248,2445,726,0,0,1693,26,40000,0,40000,0.692433538
'Simulation 745',2,4,0,0,0.248,2458,671,0,0,1761,26,40000,0,40000,0.716436127
'AveragedSim',2,4,0,0,0.248,2489.4,711,0,0,1752,26.4,40000,0,40000,0.703784044
'Simulation 746',2,4,0,0,0.249,2550,802,0,0,1727,21,40000,0,40000,0.677254902
'Simulation 747',2,4,0,0,0.249,2470,760,0,0,1682,28,40000,0,40000,0.68097166
'Simulation 748',2,4,0,0,0.249,2543,772,0,0,1738,33,40000,0,40000,0.68344475
'Simulation 749',2,4,0,0,0.249,2377,730,0,0,1624,23,40000,0,40000,0.683214135
'Simulation 750',2,4,0,0,0.249,2569,636,0,0,1900,33,40000,0,40000,0.739587388
'AveragedSim',2,4,0,0,0.249,2501.8,740,0,0,1734.2,27.6,40000,0,40000,0.69318091
'Simulation 751',2,4,0,0,0.25,2490,709,0,0,1746,35,40000,0,40000,0.701204819
'Simulation 752',2,4,0,0,0.25,2491,770,0,0,1690,31,40000,0,40000,0.678442393
'Simulation 753',2,4,0,0,0.25,2498,670,0,0,1801,27,40000,0,40000,0.720976781
'Simulation 754',2,4,0,0,0.25,2478,749,0,0,1700,29,40000,0,40000,0.686037127
'Simulation 755',2,4,0,0,0.25,2490,739,0,0,1724,27,40000,0,40000,0.692369478
'AveragedSim',2,4,0,0,0.25,2489.4,727.4,0,0,1732.2,29.8,40000,0,40000,0.695830321
'Simulation 756',2,4,0,0,0.251,2464,768,0,0,1673,23,40000,0,40000,0.678977273
'Simulation 757',2,4,0,0,0.251,2466,778,0,0,1660,28,40000,0,40000,0.673154907
'Simulation 758',2,4,0,0,0.251,2523,721,0,0,1771,31,40000,0,40000,0.701942132
'Simulation 759',2,4,0,0,0.251,2447,674,0,0,1746,27,40000,0,40000,0.713526767
'Simulation 760',2,4,0,0,0.251,2596,673,0,0,1894,29,40000,0,40000,0.729583975
'AveragedSim',2,4,0,0,0.251,2499.2,722.8,0,0,1748.8,27.6,40000,0,40000,0.699743918
'Simulation 761',2,4,0,0,0.252,2513,672,0,0,1818,23,40000,0,40000,0.723438122
'Simulation 762',2,4,0,0,0.252,2636,699,0,0,1902,35,40000,0,40000,0.7215478
'Simulation 763',2,4,0,0,0.252,2457,807,0,0,1627,23,40000,0,40000,0.662189662
'Simulation 764',2,4,0,0,0.252,2544,743,0,0,1782,19,40000,0,40000,0.700471698
'Simulation 765',2,4,0,0,0.252,2547,784,0,0,1724,39,40000,0,40000,0.676874755
'AveragedSim',2,4,0,0,0.252,2539.4,741,0,0,1770.6,27.8,40000,0,40000,0.697251319
'Simulation 766',2,4,0,0,0.253,2515,721,0,0,1767,27,40000,0,40000,0.702584493
'Simulation 767',2,4,0,0,0.253,2612,740,0,0,1834,38,40000,0,40000,0.702143951
'Simulation 768',2,4,0,0,0.253,2504,704,0,0,1769,31,40000,0,40000,0.706469649
'Simulation 769',2,4,0,0,0.253,2482,690,0,0,1772,20,40000,0,40000,0.713940371
'Simulation 770',2,4,0,0,0.253,2532,738,0,0,1760,34,40000,0,40000,0.695102686
'AveragedSim',2,4,0,0,0.253,2529,718.6,0,0,1780.4,30,40000,0,40000,0.703993673
'Simulation 771',2,4,0,0,0.254,2544,777,0,0,1740,27,40000,0,40000,0.683962264
'Simulation 772',2,4,0,0,0.254,2606,629,0,0,1958,19,40000,0,40000,0.751343054
'Simulation 773',2,4,0,0,0.254,2553,630,0,0,1900,23,40000,0,40000,0.744222483
'Simulation 774',2,4,0,0,0.254,2484,657,0,0,1795,32,40000,0,40000,0.722624799
'Simulation 775',2,4,0,0,0.254,2493,752,0,0,1714,27,40000,0,40000,0.68752507
'AveragedSim',2,4,0,0,0.254,2536,689,0,0,1821.4,25.6,40000,0,40000,0.718217666
'Simulation 776',2,4,0,0,0.255,2558,750,0,0,1781,27,40000,0,40000,0.696247068
'Simulation 777',2,4,0,0,0.255,2569,781,0,0,1756,32,40000,0,40000,0.683534449
'Simulation 778',2,4,0,0,0.255,2559,609,0,0,1920,30,40000,0,40000,0.750293083
'Simulation 779',2,4,0,0,0.255,2570,672,0,0,1874,24,40000,0,40000,0.729182879
'Simulation 780',2,4,0,0,0.255,2603,647,0,0,1928,28,40000,0,40000,0.740683826
'AveragedSim',2,4,0,0,0.255,2571.8,691.8,0,0,1851.8,28.2,40000,0,40000,0.720040439
'Simulation 781',2,4,0,0,0.256,2565,775,0,0,1765,25,40000,0,40000,0.688109162
'Simulation 782',2,4,0,0,0.256,2501,628,0,0,1840,33,40000,0,40000,0.735705718
'Simulation 783',2,4,0,0,0.256,2619,708,0,0,1884,27,40000,0,40000,0.719358534
'Simulation 784',2,4,0,0,0.256,2558,651,0,0,1886,21,40000,0,40000,0.737294762
'Simulation 785',2,4,0,0,0.256,2560,726,0,0,1801,33,40000,0,40000,0.703515625
'AveragedSim',2,4,0,0,0.256,2560.6,697.6,0,0,1835.2,27.8,40000,0,40000,0.716707022
'Simulation 786',2,4,0,0,0.257,2615,753,0,0,1833,29,40000,0,40000,0.700956023
'Simulation 787',2,4,0,0,0.257,2642,663,0,0,1956,23,40000,0,40000,0.740348221
'Simulation 788',2,4,0,0,0.257,2570,683,0,0,1862,25,40000,0,40000,0.724513619
'Simulation 789',2,4,0,0,0.257,2639,718,0,0,1891,30,40000,0,40000,0.716559303
'Simulation 790',2,4,0,0,0.257,2640,714,0,0,1893,33,40000,0,40000,0.717045455
'AveragedSim',2,4,0,0,0.257,2621.2,706.2,0,0,1887,28,40000,0,40000,0.719899283
'Simulation 791',2,4,0,0,0.258,2583,671,0,0,1881,31,40000,0,40000,0.728222997
'Simulation 792',2,4,0,0,0.258,2569,721,0,0,1816,32,40000,0,40000,0.70688984
'Simulation 793',2,4,0,0,0.258,2592,674,0,0,1893,25,40000,0,40000,0.730324074
'Simulation 794',2,4,0,0,0.258,2602,696,0,0,1873,33,40000,0,40000,0.719830899
'Simulation 795',2,4,0,0,0.258,2596,728,0,0,1833,35,40000,0,40000,0.706086287
'AveragedSim',2,4,0,0,0.258,2588.4,698,0,0,1859.2,31.2,40000,0,40000,0.718281564
'Simulation 796',2,4,0,0,0.259,2547,651,0,0,1866,30,40000,0,40000,0.73262662
'Simulation 797',2,4,0,0,0.259,2584,675,0,0,1883,26,40000,0,40000,0.72871517
'Simulation 798',2,4,0,0,0.259,2563,650,0,0,1894,19,40000,0,40000,0.73897776
'Simulation 799',2,4,0,0,0.259,2681,674,0,0,1974,33,40000,0,40000,0.736292428
'Simulation 800',2,4,0,0,0.259,2549,658,0,0,1864,27,40000,0,40000,0.731267164
'AveragedSim',2,4,0,0,0.259,2584.8,661.6,0,0,1896.2,27,40000,0,40000,0.73359641
'Simulation 801',2,4,0,0,0.26,2570,714,0,0,1827,29,40000,0,40000,0.710894942
'Simulation 802',2,4,0,0,0.26,2570,725,0,0,1818,27,40000,0,40000,0.707392996
'Simulation 803',2,4,0,0,0.26,2596,700,0,0,1863,33,40000,0,40000,0.717642527
'Simulation 804',2,4,0,0,0.26,2471,713,0,0,1732,26,40000,0,40000,0.700930797
'Simulation 805',2,4,0,0,0.26,2609,649,0,0,1935,25,40000,0,40000,0.741663473
'AveragedSim',2,4,0,0,0.26,2563.2,700.2,0,0,1835,28,40000,0,40000,0.715901998
'Simulation 806',2,4,0,0,0.261,2545,657,0,0,1866,22,40000,0,40000,0.733202358
'Simulation 807',2,4,0,0,0.261,2631,719,0,0,1891,21,40000,0,40000,0.718738122
'Simulation 808',2,4,0,0,0.261,2688,657,0,0,2001,30,40000,0,40000,0.744419643
'Simulation 809',2,4,0,0,0.261,2624,624,0,0,1964,36,40000,0,40000,0.74847561
'Simulation 810',2,4,0,0,0.261,2544,652,0,0,1861,31,40000,0,40000,0.731525157
'AveragedSim',2,4,0,0,0.261,2606.4,661.8,0,0,1916.6,28,40000,0,40000,0.735343769
'Simulation 811',2,4,0,0,0.262,2599,714,0,0,1855,30,40000,0,40000,0.713736052
'Simulation 812',2,4,0,0,0.262,2583,650,0,0,1907,26,40000,0,40000,0.738288811
'Simulation 813',2,4,0,0,0.262,2543,692,0,0,1820,31,40000,0,40000,0.71569013
'Simulation 814',2,4,0,0,0.262,2614,713,0,0,1879,22,40000,0,40000,0.718821729
'Simulation 815',2,4,0,0,0.262,2531,743,0,0,1764,24,40000,0,40000,0.696957724
'AveragedSim',2,4,0,0,0.262,2574,702.4,0,0,1845,26.6,40000,0,40000,0.716783217
'Simulation 816',2,4,0,0,0.263,2622,711,0,0,1880,31,40000,0,40000,0.717009916
'Simulation 817',2,4,0,0,0.263,2659,629,0,0,1998,32,40000,0,40000,0.751410305
'Simulation 818',2,4,0,0,0.263,2615,686,0,0,1896,33,40000,0,40000,0.725047801
'Simulation 819',2,4,0,0,0.263,2605,714,0,0,1862,29,40000,0,40000,0.714779271
'Simulation 820',2,4,0,0,0.263,2679,718,0,0,1921,40,40000,0,40000,0.717058604
'AveragedSim',2,4,0,0,0.263,2636,691.6,0,0,1911.4,33,40000,0,40000,0.725113809
'Simulation 821',2,4,0,0,0.264,2658,620,0,0,2009,29,40000,0,40000,0.755831452
'Simulation 822',2,4,0,0,0.264,2594,686,0,0,1871,37,40000,0,40000,0.721279877
'Simulation 823',2,4,0,0,0.264,2642,706,0,0,1911,25,40000,0,40000,0.72331567
'Simulation 824',2,4,0,0,0.264,2661,680,0,0,1952,29,40000,0,40000,0.733558812
'Simulation 825',2,4,0,0,0.264,2648,589,0,0,2029,30,40000,0,40000,0.766238671
'AveragedSim',2,4,0,0,0.264,2640.6,656.2,0,0,1954.4,30,40000,0,40000,0.740134818
'Simulation 826',2,4,0,0,0.265,2682,635,0,0,2025,22,40000,0,40000,0.755033557
'Simulation 827',2,4,0,0,0.265,2605,655,0,0,1922,28,40000,0,40000,0.7378119
'Simulation 828',2,4,0,0,0.265,2688,647,0,0,2004,37,40000,0,40000,0.745535714
'Simulation 829',2,4,0,0,0.265,2679,661,0,0,1987,31,40000,0,40000,0.741694662
'Simulation 830',2,4,0,0,0.265,2669,711,0,0,1927,31,40000,0,40000,0.721993256
'AveragedSim',2,4,0,0,0.265,2664.6,661.8,0,0,1973,29.8,40000,0,40000,0.740448848
'Simulation 831',2,4,0,0,0.266,2693,655,0,0,2007,31,40000,0,40000,0.745265503
'Simulation 832',2,4,0,0,0.266,2670,659,0,0,1980,31,40000,0,40000,0.741573034
'Simulation 833',2,4,0,0,0.266,2671,620,0,0,2024,27,40000,0,40000,0.757768626
'Simulation 834',2,4,0,0,0.266,2668,725,0,0,1908,35,40000,0,40000,0.715142429
'Simulation 835',2,4,0,0,0.266,2648,686,0,0,1932,30,40000,0,40000,0.729607251
'AveragedSim',2,4,0,0,0.266,2670,669,0,0,1970.2,30.8,40000,0,40000,0.737902622
'Simulation 836',2,4,0,0,0.267,2643,665,0,0,1945,33,40000,0,40000,0.735906167
'Simulation 837',2,4,0,0,0.267,2699,654,0,0,2014,31,40000,0,40000,0.746202297
'Simulation 838',2,4,0,0,0.267,2686,693,0,0,1965,28,40000,0,40000,0.731571109
'Simulation 839',2,4,0,0,0.267,2695,671,0,0,2000,24,40000,0,40000,0.742115028
'Simulation 840',2,4,0,0,0.267,2622,717,0,0,1876,29,40000,0,40000,0.715484363
'AveragedSim',2,4,0,0,0.267,2669,680,0,0,1960,29,40000,0,40000,0.734357437
'Simulation 841',2,4,0,0,0.268,2667,670,0,0,1963,34,40000,0,40000,0.736032996
'Simulation 842',2,4,0,0,0.268,2687,608,0,0,2047,32,40000,0,40000,0.761816152
'Simulation 843',2,4,0,0,0.268,2633,609,0,0,1994,30,40000,0,40000,0.757311052
'Simulation 844',2,4,0,0,0.268,2703,714,0,0,1968,21,40000,0,40000,0.728079911
'Simulation 845',2,4,0,0,0.268,2649,687,0,0,1936,26,40000,0,40000,0.730841827
'AveragedSim',2,4,0,0,0.268,2667.8,657.6,0,0,1981.6,28.6,40000,0,40000,0.742784317
'Simulation 846',2,4,0,0,0.269,2645,646,0,0,1977,22,40000,0,40000,0.747448015
'Simulation 847',2,4,0,0,0.269,2675,675,0,0,1970,30,40000,0,40000,0.736448598
'Simulation 848',2,4,0,0,0.269,2621,652,0,0,1939,30,40000,0,40000,0.739793972
'Simulation 849',2,4,0,0,0.269,2639,673,0,0,1937,29,40000,0,40000,0.733990148
'Simulation 850',2,4,0,0,0.269,2690,596,0,0,2068,26,40000,0,40000,0.768773234
'AveragedSim',2,4,0,0,0.269,2654,648.4,0,0,1978.2,27.4,40000,0,40000,0.745365486
'Simulation 851',2,4,0,0,0.27,2744,696,0,0,2020,28,40000,0,40000,0.736151603
'Simulation 852',2,4,0,0,0.27,2608,661,0,0,1920,27,40000,0,40000,0.736196319
'Simulation 853',2,4,0,0,0.27,2693,696,0,0,1969,28,40000,0,40000,0.731154846
'Simulation 854',2,4,0,0,0.27,2707,628,0,0,2056,23,40000,0,40000,0.759512375
'Simulation 855',2,4,0,0,0.27,2722,572,0,0,2117,33,40000,0,40000,0.777736958
'AveragedSim',2,4,0,0,0.27,2694.8,650.6,0,0,2016.4,27.8,40000,0,40000,0.7482559
'Simulation 856',2,4,0,0,0.271,2673,661,0,0,1987,25,40000,0,40000,0.743359521
'Simulation 857',2,4,0,0,0.271,2674,677,0,0,1964,33,40000,0,40000,0.73448018
'Simulation 858',2,4,0,0,0.271,2741,671,0,0,2045,25,40000,0,40000,0.746078074
'Simulation 859',2,4,0,0,0.271,2682,668,0,0,1985,29,40000,0,40000,0.740119314
'Simulation 860',2,4,0,0,0.271,2687,655,0,0,2000,32,40000,0,40000,0.744324525
'AveragedSim',2,4,0,0,0.271,2691.4,666.4,0,0,1996.2,28.8,40000,0,40000,0.741695772
'Simulation 861',2,4,0,0,0.272,2805,678,0,0,2097,30,40000,0,40000,0.747593583
'Simulation 862',2,4,0,0,0.272,2750,647,0,0,2065,38,40000,0,40000,0.750909091
'Simulation 863',2,4,0,0,0.272,2795,635,0,0,2139,21,40000,0,40000,0.76529517
'Simulation 864',2,4,0,0,0.272,2787,673,0,0,2088,26,40000,0,40000,0.74919268
'Simulation 865',2,4,0,0,0.272,2656,669,0,0,1960,27,40000,0,40000,0.737951807
'AveragedSim',2,4,0,0,0.272,2758.6,660.4,0,0,2069.8,28.4,40000,0,40000,0.750308127
'Simulation 866',2,4,0,0,0.273,2665,684,0,0,1955,26,40000,0,40000,0.73358349
'Simulation 867',2,4,0,0,0.273,2756,703,0,0,2015,38,40000,0,40000,0.731132075
'Simulation 868',2,4,0,0,0.273,2790,680,0,0,2078,32,40000,0,40000,0.744802867
'Simulation 869',2,4,0,0,0.273,2730,695,0,0,2007,28,40000,0,40000,0.735164835
'Simulation 870',2,4,0,0,0.273,2725,645,0,0,2051,29,40000,0,40000,0.75266055
'AveragedSim',2,4,0,0,0.273,2733.2,681.4,0,0,2021.2,30.6,40000,0,40000,0.739499488
'Simulation 871',2,4,0,0,0.274,2744,621,0,0,2100,23,40000,0,40000,0.765306122
'Simulation 872',2,4,0,0,0.274,2759,645,0,0,2087,27,40000,0,40000,0.75643349
'Simulation 873',2,4,0,0,0.274,2695,669,0,0,1998,28,40000,0,40000,0.741372913
'Simulation 874',2,4,0,0,0.274,2772,661,0,0,2091,20,40000,0,40000,0.754329004
'Simulation 875',2,4,0,0,0.274,2734,674,0,0,2030,30,40000,0,40000,0.742501829
'AveragedSim',2,4,0,0,0.274,2740.8,654,0,0,2061.2,25.6,40000,0,40000,0.752043199
'Simulation 876',2,4,0,0,0.275,2769,742,0,0,1996,31,40000,0,40000,0.720837848
'Simulation 877',2,4,0,0,0.275,2782,697,0,0,2053,32,40000,0,40000,0.737958303
'Simulation 878',2,4,0,0,0.275,2774,668,0,0,2073,33,40000,0,40000,0.747296323
'Simulation 879',2,4,0,0,0.275,2752,640,0,0,2075,37,40000,0,40000,0.753997093
'Simulation 880',2,4,0,0,0.275,2768,629,0,0,2112,27,40000,0,40000,0.76300578
'AveragedSim',2,4,0,0,0.275,2769,675.2,0,0,2061.8,32,40000,0,40000,0.744600939
'Simulation 881',2,4,0,0,0.276,2760,704,0,0,2029,27,40000,0,40000,0.735144928
'Simulation 882',2,4,0,0,0.276,2712,655,0,0,2026,31,40000,0,40000,0.747050147
'Simulation 883',2,4,0,0,0.276,2718,710,0,0,1977,31,40000,0,40000,0.727373068
'Simulation 884',2,4,0,0,0.276,2693,597,0,0,2068,28,40000,0,40000,0.767916821
'Simulation 885',2,4,0,0,0.276,2690,670,0,0,1991,29,40000,0,40000,0.740148699
'AveragedSim',2,4,0,0,0.276,2714.6,667.2,0,0,2018.2,29.2,40000,0,40000,0.743461283
'Simulation 886',2,4,0,0,0.277,2774,657,0,0,2085,32,40000,0,40000,0.751622206
'Simulation 887',2,4,0,0,0.277,2724,608,0,0,2090,26,40000,0,40000,0.767254038
'Simulation 888',2,4,0,0,0.277,2747,664,0,0,2057,26,40000,0,40000,0.748816891
'Simulation 889',2,4,0,0,0.277,2789,666,0,0,2094,29,40000,0,40000,0.750806741
'Simulation 890',2,4,0,0,0.277,2823,660,0,0,2126,37,40000,0,40000,0.753099539
'AveragedSim',2,4,0,0,0.277,2771.4,651,0,0,2090.4,30,40000,0,40000,0.754275817
'Simulation 891',2,4,0,0,0.278,2792,584,0,0,2177,31,40000,0,40000,0.779727794
'Simulation 892',2,4,0,0,0.278,2784,587,0,0,2172,25,40000,0,40000,0.780172414
'Simulation 893',2,4,0,0,0.278,2829,629,0,0,2176,24,40000,0,40000,0.769176387
'Simulation 894',2,4,0,0,0.278,2795,650,0,0,2103,42,40000,0,40000,0.752415027
'Simulation 895',2,4,0,0,0.278,2811,656,0,0,2133,22,40000,0,40000,0.758804696
'AveragedSim',2,4,0,0,0.278,2802.2,621.2,0,0,2152.2,28.8,40000,0,40000,0.768039398
'Simulation 896',2,4,0,0,0.279,2665,647,0,0,1985,33,40000,0,40000,0.744840525
'Simulation 897',2,4,0,0,0.279,2739,658,0,0,2056,25,40000,0,40000,0.750638919
'Simulation 898',2,4,0,0,0.279,2831,627,0,0,2176,28,40000,0,40000,0.768632992
'Simulation 899',2,4,0,0,0.279,2793,638,0,0,2132,23,40000,0,40000,0.763336914
'Simulation 900',2,4,0,0,0.279,2837,526,0,0,2283,28,40000,0,40000,0.804723299
'AveragedSim',2,4,0,0,0.279,2773,619.2,0,0,2126.4,27.4,40000,0,40000,0.766822935
'Simulation 901',2,4,0,0,0.28,2888,659,0,0,2198,31,40000,0,40000,0.761080332
'Simulation 902',2,4,0,0,0.28,2815,591,0,0,2199,25,40000,0,40000,0.781172291
'Simulation 903',2,4,0,0,0.28,2758,623,0,0,2106,29,40000,0,40000,0.763596809
'Simulation 904',2,4,0,0,0.28,2774,592,0,0,2149,33,40000,0,40000,0.774693583
'Simulation 905',2,4,0,0,0.28,2733,687,0,0,2017,29,40000,0,40000,0.738016831
'AveragedSim',2,4,0,0,0.28,2793.6,630.4,0,0,2133.8,29.4,40000,0,40000,0.763817297
'Simulation 906',2,4,0,0,0.281,2827,659,0,0,2125,43,40000,0,40000,0.751680226
'Simulation 907',2,4,0,0,0.281,2747,621,0,0,2098,28,40000,0,40000,0.763742264
'Simulation 908',2,4,0,0,0.281,2857,616,0,0,2218,23,40000,0,40000,0.776338817
'Simulation 909',2,4,0,0,0.281,2726,568,0,0,2125,33,40000,0,40000,0.779530448
'Simulation 910',2,4,0,0,0.281,2828,637,0,0,2160,31,40000,0,40000,0.763790665
'AveragedSim',2,4,0,0,0.281,2797,620.2,0,0,2145.2,31.6,40000,0,40000,0.766964605
'Simulation 911',2,4,0,0,0.282,2874,650,0,0,2187,37,40000,0,40000,0.760960334
'Simulation 912',2,4,0,0,0.282,2803,651,0,0,2113,39,40000,0,40000,0.753835177
'Simulation 913',2,4,0,0,0.282,2766,659,0,0,2081,26,40000,0,40000,0.752349964
'Simulation 914',2,4,0,0,0.282,2850,634,0,0,2189,27,40000,0,40000,0.768070175
'Simulation 915',2,4,0,0,0.282,2837,594,0,0,2210,33,40000,0,40000,0.778991893
'AveragedSim',2,4,0,0,0.282,2826,637.6,0,0,2156,32.4,40000,0,40000,0.762915782
'Simulation 916',2,4,0,0,0.283,2789,632,0,0,2123,34,40000,0,40000,0.761204733
'Simulation 917',2,4,0,0,0.283,2812,601,0,0,2178,33,40000,0,40000,0.774537696
'Simulation 918',2,4,0,0,0.283,2823,712,0,0,2083,28,40000,0,40000,0.737867517
'Simulation 919',2,4,0,0,0.283,2896,608,0,0,2256,32,40000,0,40000,0.779005525
'Simulation 920',2,4,0,0,0.283,2849,664,0,0,2143,42,40000,0,40000,0.752193752
'AveragedSim',2,4,0,0,0.283,2833.8,643.4,0,0,2156.6,33.8,40000,0,40000,0.761027595
'Simulation 921',2,4,0,0,0.284,2816,645,0,0,2145,26,40000,0,40000,0.76171875
'Simulation 922',2,4,0,0,0.284,2819,613,0,0,2182,24,40000,0,40000,0.774033345
'Simulation 923',2,4,0,0,0.284,2896,678,0,0,2182,36,40000,0,40000,0.753453039
'Simulation 924',2,4,0,0,0.284,2814,711,0,0,2063,40,40000,0,40000,0.733120114
'Simulation 925',2,4,0,0,0.284,2849,560,0,0,2254,35,40000,0,40000,0.791154791
'AveragedSim',2,4,0,0,0.284,2838.8,641.4,0,0,2165.2,32.2,40000,0,40000,0.762716641
'Simulation 926',2,4,0,0,0.285,2839,600,0,0,2203,36,40000,0,40000,0.775977457
'Simulation 927',2,4,0,0,0.285,2903,540,0,0,2331,32,40000,0,40000,0.802962453
'Simulation 928',2,4,0,0,0.285,2808,653,0,0,2124,31,40000,0,40000,0.756410256
'Simulation 929',2,4,0,0,0.285,2820,642,0,0,2147,31,40000,0,40000,0.761347518
'Simulation 930',2,4,0,0,0.285,2921,608,0,0,2280,33,40000,0,40000,0.780554605
'AveragedSim',2,4,0,0,0.285,2858.2,608.6,0,0,2217,32.6,40000,0,40000,0.775663005
'Simulation 931',2,4,0,0,0.286,2821,529,0,0,2259,33,40000,0,40000,0.800779865
'Simulation 932',2,4,0,0,0.286,2884,631,0,0,2226,27,40000,0,40000,0.77184466
'Simulation 933',2,4,0,0,0.286,2816,541,0,0,2247,28,40000,0,40000,0.797940341
'Simulation 934',2,4,0,0,0.286,2870,621,0,0,2221,28,40000,0,40000,0.773867596
'Simulation 935',2,4,0,0,0.286,2827,552,0,0,2242,33,40000,0,40000,0.793066855
'AveragedSim',2,4,0,0,0.286,2843.6,574.8,0,0,2239,29.8,40000,0,40000,0.787382192
'Simulation 936',2,4,0,0,0.287,2805,622,0,0,2144,39,40000,0,40000,0.764349376
'Simulation 937',2,4,0,0,0.287,2874,705,0,0,2135,34,40000,0,40000,0.742867084
'Simulation 938',2,4,0,0,0.287,2866,568,0,0,2265,33,40000,0,40000,0.79030007
'Simulation 939',2,4,0,0,0.287,2891,583,0,0,2283,25,40000,0,40000,0.789692148
'Simulation 940',2,4,0,0,0.287,2910,630,0,0,2252,28,40000,0,40000,0.773883162
'AveragedSim',2,4,0,0,0.287,2869.2,621.6,0,0,2215.8,31.8,40000,0,40000,0.772271016
'Simulation 941',2,4,0,0,0.288,2792,685,0,0,2071,36,40000,0,40000,0.741762178
'Simulation 942',2,4,0,0,0.288,2891,646,0,0,2210,35,40000,0,40000,0.76444137
'Simulation 943',2,4,0,0,0.288,2954,608,0,0,2314,32,40000,0,40000,0.783344617
'Simulation 944',2,4,0,0,0.288,2817,576,0,0,2203,38,40000,0,40000,0.782037629
'Simulation 945',2,4,0,0,0.288,2866,599,0,0,2236,31,40000,0,40000,0.780181438
'AveragedSim',2,4,0,0,0.288,2864,622.8,0,0,2206.8,34.4,40000,0,40000,0.770530726
