'Simulation','Policy','n_Public_Ambulance','n_Private_Ambulance','n_Car','PatientProbability','Patients_Created','Public_Ambulance_Saved','Private_Ambulance_Saved','Car_Saved','Dead','Alive','Public_Ambulance_Cost','Private_Ambulance_Cost','Total_Cost',DeathRate
'Simulation 238',2,4,0,0,0.147,1471,1323,0,0,141,7,40000,0,40000,0.095853161
'Simulation 239',2,4,0,0,0.147,1493,1262,0,0,211,20,40000,0,40000,0.141326189
'Simulation 240',2,4,0,0,0.147,1407,1278,0,0,109,20,40000,0,40000,0.077469794
'AveragedSim',2,4,0,0,0.147,1442.8,1279.6,0,0,149.4,13.8,40000,0,40000,0.103548655
'Simulation 241',2,4,0,0,0.148,1447,1311,0,0,122,14,40000,0,40000,0.08431237
'Simulation 242',2,4,0,0,0.148,1484,1210,0,0,269,5,40000,0,40000,0.181266846
'Simulation 243',2,4,0,0,0.148,1421,1313,0,0,103,5,40000,0,40000,0.072484166
'Simulation 244',2,4,0,0,0.148,1473,1225,0,0,240,8,40000,0,40000,0.16293279
'Simulation 245',2,4,0,0,0.148,1514,1137,0,0,362,15,40000,0,40000,0.239101717
'AveragedSim',2,4,0,0,0.148,1467.8,1239.2,0,0,219.2,9.4,40000,0,40000,0.149339147
'Simulation 246',2,4,0,0,0.149,1468,1275,0,0,183,10,40000,0,40000,0.124659401
'Simulation 247',2,4,0,0,0.149,1570,1272,0,0,279,19,40000,0,40000,0.177707006
'Simulation 248',2,4,0,0,0.149,1493,1292,0,0,192,9,40000,0,40000,0.128600134
'Simulation 249',2,4,0,0,0.149,1497,1305,0,0,175,17,40000,0,40000,0.116900468
'Simulation 250',2,4,0,0,0.149,1539,1334,0,0,192,13,40000,0,40000,0.124756335
'AveragedSim',2,4,0,0,0.149,1513.4,1295.6,0,0,204.2,13.6,40000,0,40000,0.134927977
'Simulation 251',2,4,0,0,0.15,1508,1262,0,0,240,6,40000,0,40000,0.159151194
'Simulation 252',2,4,0,0,0.15,1458,1331,0,0,114,13,40000,0,40000,0.0781893
'Simulation 253',2,4,0,0,0.15,1517,1268,0,0,227,22,40000,0,40000,0.149637442
'Simulation 254',2,4,0,0,0.15,1430,1326,0,0,102,2,40000,0,40000,0.071328671
'Simulation 255',2,4,0,0,0.15,1488,1242,0,0,234,12,40000,0,40000,0.157258065
'AveragedSim',2,4,0,0,0.15,1480.2,1285.8,0,0,183.4,11,40000,0,40000,0.123902175
'Simulation 256',2,4,0,0,0.151,1508,1130,0,0,366,12,40000,0,40000,0.24270557
'Simulation 257',2,4,0,0,0.151,1527,1133,0,0,377,17,40000,0,40000,0.246889325
'Simulation 258',2,4,0,0,0.151,1503,1301,0,0,185,17,40000,0,40000,0.123087159
'Simulation 259',2,4,0,0,0.151,1472,1259,0,0,204,9,40000,0,40000,0.138586957
'Simulation 260',2,4,0,0,0.151,1524,1161,0,0,360,3,40000,0,40000,0.236220472
'AveragedSim',2,4,0,0,0.151,1506.8,1196.8,0,0,298.4,11.6,40000,0,40000,0.198035572
'Simulation 261',2,4,0,0,0.152,1509,1300,0,0,200,9,40000,0,40000,0.132538105
'Simulation 262',2,4,0,0,0.152,1495,1159,0,0,331,5,40000,0,40000,0.221404682
'Simulation 263',2,4,0,0,0.152,1494,1221,0,0,265,8,40000,0,40000,0.177376171
'Simulation 264',2,4,0,0,0.152,1453,1251,0,0,189,13,40000,0,40000,0.130075705
'Simulation 265',2,4,0,0,0.152,1491,1276,0,0,208,7,40000,0,40000,0.139503689
'AveragedSim',2,4,0,0,0.152,1488.4,1241.4,0,0,238.6,8.4,40000,0,40000,0.160306369
'Simulation 266',2,4,0,0,0.153,1521,1232,0,0,268,21,40000,0,40000,0.176199869
'Simulation 267',2,4,0,0,0.153,1507,1318,0,0,179,10,40000,0,40000,0.118779031
'Simulation 268',2,4,0,0,0.153,1567,1130,0,0,422,15,40000,0,40000,0.269304403
'Simulation 269',2,4,0,0,0.153,1534,1128,0,0,393,13,40000,0,40000,0.25619296
'Simulation 270',2,4,0,0,0.153,1452,1221,0,0,217,14,40000,0,40000,0.149449036
'AveragedSim',2,4,0,0,0.153,1516.2,1205.8,0,0,295.8,14.6,40000,0,40000,0.195092996
'Simulation 271',2,4,0,0,0.154,1503,1340,0,0,153,10,40000,0,40000,0.101796407
'Simulation 272',2,4,0,0,0.154,1556,1308,0,0,235,13,40000,0,40000,0.151028278
'Simulation 273',2,4,0,0,0.154,1464,1219,0,0,230,15,40000,0,40000,0.157103825
'Simulation 274',2,4,0,0,0.154,1507,1299,0,0,203,5,40000,0,40000,0.134704711
'Simulation 275',2,4,0,0,0.154,1559,1190,0,0,352,17,40000,0,40000,0.22578576
'AveragedSim',2,4,0,0,0.154,1517.8,1271.2,0,0,234.6,12,40000,0,40000,0.154565819
'Simulation 276',2,4,0,0,0.155,1516,1241,0,0,259,16,40000,0,40000,0.170844327
'Simulation 277',2,4,0,0,0.155,1597,1177,0,0,403,17,40000,0,40000,0.252348153
'Simulation 278',2,4,0,0,0.155,1581,1346,0,0,227,8,40000,0,40000,0.143580013
'Simulation 279',2,4,0,0,0.155,1559,1170,0,0,374,15,40000,0,40000,0.23989737
'Simulation 280',2,4,0,0,0.155,1525,1258,0,0,251,16,40000,0,40000,0.164590164
'AveragedSim',2,4,0,0,0.155,1555.6,1238.4,0,0,302.8,14.4,40000,0,40000,0.194651581
'Simulation 281',2,4,0,0,0.156,1523,1194,0,0,317,12,40000,0,40000,0.208141825
'Simulation 282',2,4,0,0,0.156,1585,1202,0,0,373,10,40000,0,40000,0.23533123
'Simulation 283',2,4,0,0,0.156,1567,1247,0,0,309,11,40000,0,40000,0.197192087
'Simulation 284',2,4,0,0,0.156,1591,1171,0,0,403,17,40000,0,40000,0.253299811
'Simulation 285',2,4,0,0,0.156,1591,1237,0,0,339,15,40000,0,40000,0.213073539
'AveragedSim',2,4,0,0,0.156,1571.4,1210.2,0,0,348.2,13,40000,0,40000,0.221585847
'Simulation 286',2,4,0,0,0.157,1597,1165,0,0,424,8,40000,0,40000,0.265497808
'Simulation 287',2,4,0,0,0.157,1543,1285,0,0,236,22,40000,0,40000,0.152948801
'Simulation 288',2,4,0,0,0.157,1543,1273,0,0,263,7,40000,0,40000,0.170447181
'Simulation 289',2,4,0,0,0.157,1578,1286,0,0,277,15,40000,0,40000,0.175538657
'Simulation 290',2,4,0,0,0.157,1507,1264,0,0,236,7,40000,0,40000,0.156602522
'AveragedSim',2,4,0,0,0.157,1553.6,1254.6,0,0,287.2,11.8,40000,0,40000,0.184860968
'Simulation 291',2,4,0,0,0.158,1608,1280,0,0,310,18,40000,0,40000,0.19278607
'Simulation 292',2,4,0,0,0.158,1614,1186,0,0,415,13,40000,0,40000,0.257125155
'Simulation 293',2,4,0,0,0.158,1593,1193,0,0,395,5,40000,0,40000,0.247959824
'Simulation 294',2,4,0,0,0.158,1550,1132,0,0,411,7,40000,0,40000,0.26516129
'Simulation 295',2,4,0,0,0.158,1607,1184,0,0,404,19,40000,0,40000,0.251400124
'AveragedSim',2,4,0,0,0.158,1594.4,1195,0,0,387,12.4,40000,0,40000,0.242724536
'Simulation 296',2,4,0,0,0.159,1635,1209,0,0,417,9,40000,0,40000,0.255045872
'Simulation 297',2,4,0,0,0.159,1637,1190,0,0,426,21,40000,0,40000,0.260232132
'Simulation 298',2,4,0,0,0.159,1596,1220,0,0,361,15,40000,0,40000,0.226190476
'Simulation 299',2,4,0,0,0.159,1611,1150,0,0,450,11,40000,0,40000,0.279329609
'Simulation 300',2,4,0,0,0.159,1642,1057,0,0,567,18,40000,0,40000,0.345310597
'AveragedSim',2,4,0,0,0.159,1624.2,1165.2,0,0,444.2,14.8,40000,0,40000,0.273488487
'Simulation 301',2,4,0,0,0.16,1614,1133,0,0,469,12,40000,0,40000,0.290582404
'Simulation 302',2,4,0,0,0.16,1607,1063,0,0,528,16,40000,0,40000,0.328562539
'Simulation 303',2,4,0,0,0.16,1590,1274,0,0,310,6,40000,0,40000,0.194968553
'Simulation 304',2,4,0,0,0.16,1582,1208,0,0,360,14,40000,0,40000,0.227560051
'Simulation 305',2,4,0,0,0.16,1676,1096,0,0,568,12,40000,0,40000,0.338902148
'AveragedSim',2,4,0,0,0.16,1613.8,1154.8,0,0,447,12,40000,0,40000,0.276985996
'Simulation 306',2,4,0,0,0.161,1605,1211,0,0,385,9,40000,0,40000,0.239875389
'Simulation 307',2,4,0,0,0.161,1598,1142,0,0,447,9,40000,0,40000,0.279724656
'Simulation 308',2,4,0,0,0.161,1591,1134,0,0,448,9,40000,0,40000,0.281583909
'Simulation 309',2,4,0,0,0.161,1583,1164,0,0,411,8,40000,0,40000,0.259633607
'Simulation 310',2,4,0,0,0.161,1628,1250,0,0,370,8,40000,0,40000,0.227272727
'AveragedSim',2,4,0,0,0.161,1601,1180.2,0,0,412.2,8.6,40000,0,40000,0.257464085
'Simulation 311',2,4,0,0,0.162,1687,1214,0,0,453,20,40000,0,40000,0.268524007
'Simulation 312',2,4,0,0,0.162,1689,1209,0,0,453,27,40000,0,40000,0.268206039
'Simulation 313',2,4,0,0,0.162,1598,1168,0,0,419,11,40000,0,40000,0.262202753
'Simulation 314',2,4,0,0,0.162,1613,1189,0,0,400,24,40000,0,40000,0.247985121
'Simulation 315',2,4,0,0,0.162,1607,1116,0,0,474,17,40000,0,40000,0.294959552
'AveragedSim',2,4,0,0,0.162,1638.8,1179.2,0,0,439.8,19.8,40000,0,40000,0.268367098
'Simulation 316',2,4,0,0,0.163,1566,1132,0,0,418,16,40000,0,40000,0.266922095
'Simulation 317',2,4,0,0,0.163,1646,1156,0,0,472,18,40000,0,40000,0.286755772
'Simulation 318',2,4,0,0,0.163,1677,1027,0,0,633,17,40000,0,40000,0.37745975
'Simulation 319',2,4,0,0,0.163,1660,1104,0,0,540,16,40000,0,40000,0.325301205
'Simulation 320',2,4,0,0,0.163,1642,1170,0,0,459,13,40000,0,40000,0.27953715
'AveragedSim',2,4,0,0,0.163,1638.2,1117.8,0,0,504.4,16,40000,0,40000,0.307898913
'Simulation 321',2,4,0,0,0.164,1591,1113,0,0,456,22,40000,0,40000,0.286612194
'Simulation 322',2,4,0,0,0.164,1635,1140,0,0,482,13,40000,0,40000,0.294801223
'Simulation 323',2,4,0,0,0.164,1657,1204,0,0,439,14,40000,0,40000,0.264936632
'Simulation 324',2,4,0,0,0.164,1677,1159,0,0,503,15,40000,0,40000,0.29994037
'Simulation 325',2,4,0,0,0.164,1659,1095,0,0,553,11,40000,0,40000,0.333333333
'AveragedSim',2,4,0,0,0.164,1643.8,1142.2,0,0,486.6,15,40000,0,40000,0.296021414
'Simulation 326',2,4,0,0,0.165,1615,1063,0,0,540,12,40000,0,40000,0.334365325
'Simulation 327',2,4,0,0,0.165,1655,1212,0,0,428,15,40000,0,40000,0.258610272
'Simulation 328',2,4,0,0,0.165,1618,1196,0,0,413,9,40000,0,40000,0.255253399
'Simulation 329',2,4,0,0,0.165,1607,1140,0,0,452,15,40000,0,40000,0.281269446
'Simulation 330',2,4,0,0,0.165,1645,1046,0,0,582,17,40000,0,40000,0.353799392
'AveragedSim',2,4,0,0,0.165,1628,1131.4,0,0,483,13.6,40000,0,40000,0.296683047
'Simulation 331',2,4,0,0,0.166,1643,1180,0,0,453,10,40000,0,40000,0.275715155
'Simulation 332',2,4,0,0,0.166,1690,1135,0,0,530,25,40000,0,40000,0.313609467
'Simulation 333',2,4,0,0,0.166,1618,1162,0,0,442,14,40000,0,40000,0.273176761
'Simulation 334',2,4,0,0,0.166,1678,1000,0,0,657,21,40000,0,40000,0.391537545
'Simulation 335',2,4,0,0,0.166,1630,1083,0,0,539,8,40000,0,40000,0.330674847
'AveragedSim',2,4,0,0,0.166,1651.8,1112,0,0,524.2,15.6,40000,0,40000,0.317350769
'Simulation 336',2,4,0,0,0.167,1687,1144,0,0,522,21,40000,0,40000,0.309425015
'Simulation 337',2,4,0,0,0.167,1679,1066,0,0,605,8,40000,0,40000,0.360333532
'Simulation 338',2,4,0,0,0.167,1718,1063,0,0,637,18,40000,0,40000,0.370779977
'Simulation 339',2,4,0,0,0.167,1645,1069,0,0,561,15,40000,0,40000,0.341033435
'Simulation 340',2,4,0,0,0.167,1688,1060,0,0,605,23,40000,0,40000,0.358412322
'AveragedSim',2,4,0,0,0.167,1683.4,1080.4,0,0,586,17,40000,0,40000,0.348105026
'Simulation 341',2,4,0,0,0.168,1694,1114,0,0,567,13,40000,0,40000,0.334710744
'Simulation 342',2,4,0,0,0.168,1636,1126,0,0,483,27,40000,0,40000,0.295232274
'Simulation 343',2,4,0,0,0.168,1737,962,0,0,762,13,40000,0,40000,0.438687392
'Simulation 344',2,4,0,0,0.168,1673,1077,0,0,584,12,40000,0,40000,0.349073521
'Simulation 345',2,4,0,0,0.168,1731,1043,0,0,673,15,40000,0,40000,0.388792605
'AveragedSim',2,4,0,0,0.168,1694.2,1064.4,0,0,613.8,16,40000,0,40000,0.362294888
'Simulation 346',2,4,0,0,0.169,1692,1018,0,0,657,17,40000,0,40000,0.388297872
'Simulation 347',2,4,0,0,0.169,1621,1149,0,0,468,4,40000,0,40000,0.288710672
'Simulation 348',2,4,0,0,0.169,1676,1121,0,0,535,20,40000,0,40000,0.319212411
'Simulation 349',2,4,0,0,0.169,1709,1099,0,0,599,11,40000,0,40000,0.350497367
'Simulation 350',2,4,0,0,0.169,1679,1187,0,0,484,8,40000,0,40000,0.288266825
'AveragedSim',2,4,0,0,0.169,1675.4,1114.8,0,0,548.6,12,40000,0,40000,0.327444192
'Simulation 351',2,4,0,0,0.17,1714,1111,0,0,586,17,40000,0,40000,0.341890315
'Simulation 352',2,4,0,0,0.17,1652,1102,0,0,538,12,40000,0,40000,0.32566586
'Simulation 353',2,4,0,0,0.17,1704,1150,0,0,541,13,40000,0,40000,0.317488263
'Simulation 354',2,4,0,0,0.17,1676,1165,0,0,507,4,40000,0,40000,0.302505967
'Simulation 355',2,4,0,0,0.17,1703,1160,0,0,523,20,40000,0,40000,0.307105109
'AveragedSim',2,4,0,0,0.17,1689.8,1137.6,0,0,539,13.2,40000,0,40000,0.318972659
'Simulation 356',2,4,0,0,0.171,1744,1133,0,0,597,14,40000,0,40000,0.342316514
'Simulation 357',2,4,0,0,0.171,1739,1042,0,0,674,23,40000,0,40000,0.387579068
'Simulation 358',2,4,0,0,0.171,1693,1159,0,0,517,17,40000,0,40000,0.305375074
'Simulation 359',2,4,0,0,0.171,1683,1122,0,0,542,19,40000,0,40000,0.322043969
'Simulation 360',2,4,0,0,0.171,1681,1231,0,0,441,9,40000,0,40000,0.262343843
'AveragedSim',2,4,0,0,0.171,1708,1137.4,0,0,554.2,16.4,40000,0,40000,0.324473068
'Simulation 361',2,4,0,0,0.172,1681,1073,0,0,591,17,40000,0,40000,0.351576443
'Simulation 362',2,4,0,0,0.172,1773,1139,0,0,615,19,40000,0,40000,0.346869712
'Simulation 363',2,4,0,0,0.172,1756,1027,0,0,711,18,40000,0,40000,0.404897494
'Simulation 364',2,4,0,0,0.172,1750,1117,0,0,614,19,40000,0,40000,0.350857143
'Simulation 365',2,4,0,0,0.172,1847,998,0,0,835,14,40000,0,40000,0.452084461
'AveragedSim',2,4,0,0,0.172,1761.4,1070.8,0,0,673.2,17.4,40000,0,40000,0.38219598
'Simulation 366',2,4,0,0,0.173,1694,1193,0,0,485,16,40000,0,40000,0.286304604
'Simulation 367',2,4,0,0,0.173,1778,1021,0,0,742,15,40000,0,40000,0.417322835
'Simulation 368',2,4,0,0,0.173,1683,1057,0,0,624,2,40000,0,40000,0.370766488
'Simulation 369',2,4,0,0,0.173,1728,1074,0,0,628,26,40000,0,40000,0.363425926
'Simulation 370',2,4,0,0,0.173,1740,1017,0,0,702,21,40000,0,40000,0.403448276
'AveragedSim',2,4,0,0,0.173,1724.6,1072.4,0,0,636.2,16,40000,0,40000,0.368897136
'Simulation 371',2,4,0,0,0.174,1743,1077,0,0,644,22,40000,0,40000,0.369477912
'Simulation 372',2,4,0,0,0.174,1747,1065,0,0,667,15,40000,0,40000,0.381797367
'Simulation 373',2,4,0,0,0.174,1723,1007,0,0,699,17,40000,0,40000,0.405687754
'Simulation 374',2,4,0,0,0.174,1688,1207,0,0,458,23,40000,0,40000,0.271327014
'Simulation 375',2,4,0,0,0.174,1711,1012,0,0,685,14,40000,0,40000,0.400350672
'AveragedSim',2,4,0,0,0.174,1722.4,1073.6,0,0,630.6,18.2,40000,0,40000,0.366117046
'Simulation 376',2,4,0,0,0.175,1726,1031,0,0,681,14,40000,0,40000,0.394553882
'Simulation 377',2,4,0,0,0.175,1710,1025,0,0,676,9,40000,0,40000,0.395321637
'Simulation 378',2,4,0,0,0.175,1765,1011,0,0,730,24,40000,0,40000,0.413597734
'Simulation 379',2,4,0,0,0.175,1788,1062,0,0,704,22,40000,0,40000,0.393736018
'Simulation 380',2,4,0,0,0.175,1808,1026,0,0,759,23,40000,0,40000,0.419800885
'AveragedSim',2,4,0,0,0.175,1759.4,1031,0,0,710,18.4,40000,0,40000,0.403546664
'Simulation 381',2,4,0,0,0.176,1762,1123,0,0,620,19,40000,0,40000,0.351872872
'Simulation 382',2,4,0,0,0.176,1782,977,0,0,795,10,40000,0,40000,0.446127946
'Simulation 383',2,4,0,0,0.176,1826,965,0,0,848,13,40000,0,40000,0.464403067
'Simulation 384',2,4,0,0,0.176,1747,1026,0,0,706,15,40000,0,40000,0.404121351
'Simulation 385',2,4,0,0,0.176,1706,1043,0,0,647,16,40000,0,40000,0.379249707
'AveragedSim',2,4,0,0,0.176,1764.6,1026.8,0,0,723.2,14.6,40000,0,40000,0.409837924
'Simulation 386',2,4,0,0,0.177,1818,972,0,0,820,26,40000,0,40000,0.451045105
'Simulation 387',2,4,0,0,0.177,1754,1041,0,0,703,10,40000,0,40000,0.400798176
'Simulation 388',2,4,0,0,0.177,1777,989,0,0,774,14,40000,0,40000,0.43556556
'Simulation 389',2,4,0,0,0.177,1755,1032,0,0,712,11,40000,0,40000,0.405698006
'Simulation 390',2,4,0,0,0.177,1758,1053,0,0,686,19,40000,0,40000,0.390216155
'AveragedSim',2,4,0,0,0.177,1772.4,1017.4,0,0,739,16,40000,0,40000,0.41694877
'Simulation 391',2,4,0,0,0.178,1790,945,0,0,836,9,40000,0,40000,0.467039106
'Simulation 392',2,4,0,0,0.178,1808,1131,0,0,656,21,40000,0,40000,0.362831858
'Simulation 393',2,4,0,0,0.178,1795,969,0,0,805,21,40000,0,40000,0.448467967
'Simulation 394',2,4,0,0,0.178,1732,991,0,0,724,17,40000,0,40000,0.418013857
'Simulation 395',2,4,0,0,0.178,1732,991,0,0,724,17,40000,0,40000,0.418013857
'AveragedSim',2,4,0,0,0.178,1771.4,1005.4,0,0,749,17,40000,0,40000,0.4228294
'Simulation 396',2,4,0,0,0.179,1814,1074,0,0,722,18,40000,0,40000,0.398015436
'Simulation 397',2,4,0,0,0.179,1809,1004,0,0,792,13,40000,0,40000,0.437810945
'Simulation 398',2,4,0,0,0.179,1742,993,0,0,728,21,40000,0,40000,0.417910448
'Simulation 399',2,4,0,0,0.179,1841,1034,0,0,791,16,40000,0,40000,0.429657795
'Simulation 400',2,4,0,0,0.179,1786,1053,0,0,713,20,40000,0,40000,0.399216125
'AveragedSim',2,4,0,0,0.179,1798.4,1031.6,0,0,749.2,17.6,40000,0,40000,0.416592527
'Simulation 401',2,4,0,0,0.18,1716,1097,0,0,594,25,40000,0,40000,0.346153846
'Simulation 402',2,4,0,0,0.18,1786,991,0,0,781,14,40000,0,40000,0.437290034
'Simulation 403',2,4,0,0,0.18,1827,955,0,0,857,15,40000,0,40000,0.469074986
'Simulation 404',2,4,0,0,0.18,1777,1013,0,0,750,14,40000,0,40000,0.422059651
'Simulation 405',2,4,0,0,0.18,1735,1054,0,0,667,14,40000,0,40000,0.38443804
'AveragedSim',2,4,0,0,0.18,1768.2,1022,0,0,729.8,16.4,40000,0,40000,0.412736116
'Simulation 406',2,4,0,0,0.181,1861,1098,0,0,741,22,40000,0,40000,0.398173025
'Simulation 407',2,4,0,0,0.181,1811,1053,0,0,743,15,40000,0,40000,0.410270569
'Simulation 408',2,4,0,0,0.181,1763,934,0,0,813,16,40000,0,40000,0.461145774
'Simulation 409',2,4,0,0,0.181,1788,1027,0,0,748,13,40000,0,40000,0.418344519
'Simulation 410',2,4,0,0,0.181,1806,1083,0,0,714,9,40000,0,40000,0.395348837
'AveragedSim',2,4,0,0,0.181,1805.8,1039,0,0,751.8,15,40000,0,40000,0.416325174
'Simulation 411',2,4,0,0,0.182,1838,1002,0,0,814,22,40000,0,40000,0.442872688
'Simulation 412',2,4,0,0,0.182,1889,1015,0,0,856,18,40000,0,40000,0.453149815
'Simulation 413',2,4,0,0,0.182,1801,1008,0,0,777,16,40000,0,40000,0.431426985
'Simulation 414',2,4,0,0,0.182,1833,1004,0,0,809,20,40000,0,40000,0.441352973
'Simulation 415',2,4,0,0,0.182,1810,1045,0,0,754,11,40000,0,40000,0.416574586
'AveragedSim',2,4,0,0,0.182,1834.2,1014.8,0,0,802,17.4,40000,0,40000,0.437247846
'Simulation 416',2,4,0,0,0.183,1819,996,0,0,809,14,40000,0,40000,0.444749863
'Simulation 417',2,4,0,0,0.183,1835,1080,0,0,734,21,40000,0,40000,0.4
'Simulation 418',2,4,0,0,0.183,1746,1016,0,0,708,22,40000,0,40000,0.405498282
'Simulation 419',2,4,0,0,0.183,1824,989,0,0,816,19,40000,0,40000,0.447368421
'Simulation 420',2,4,0,0,0.183,1929,898,0,0,1017,14,40000,0,40000,0.527216174
'AveragedSim',2,4,0,0,0.183,1830.6,995.8,0,0,816.8,18,40000,0,40000,0.446192505
'Simulation 421',2,4,0,0,0.184,1900,953,0,0,929,18,40000,0,40000,0.488947368
'Simulation 422',2,4,0,0,0.184,1860,1059,0,0,777,24,40000,0,40000,0.417741935
'Simulation 423',2,4,0,0,0.184,1810,1003,0,0,786,21,40000,0,40000,0.434254144
'Simulation 424',2,4,0,0,0.184,1809,1023,0,0,765,21,40000,0,40000,0.422885572
'Simulation 425',2,4,0,0,0.184,1840,1056,0,0,763,21,40000,0,40000,0.414673913
'AveragedSim',2,4,0,0,0.184,1843.8,1018.8,0,0,804,21,40000,0,40000,0.436055971
'Simulation 426',2,4,0,0,0.185,1727,1046,0,0,663,18,40000,0,40000,0.383902721
'Simulation 427',2,4,0,0,0.185,1784,1091,0,0,672,21,40000,0,40000,0.376681614
'Simulation 428',2,4,0,0,0.185,1810,1091,0,0,709,10,40000,0,40000,0.391712707
'Simulation 429',2,4,0,0,0.185,1777,1131,0,0,627,19,40000,0,40000,0.352841868
'Simulation 430',2,4,0,0,0.185,1907,899,0,0,987,21,40000,0,40000,0.517566859
'AveragedSim',2,4,0,0,0.185,1801,1051.6,0,0,731.6,17.8,40000,0,40000,0.406218767
'Simulation 431',2,4,0,0,0.186,1856,1034,0,0,804,18,40000,0,40000,0.433189655
'Simulation 432',2,4,0,0,0.186,1928,891,0,0,1017,20,40000,0,40000,0.527489627
'Simulation 433',2,4,0,0,0.186,1771,1153,0,0,595,23,40000,0,40000,0.335968379
'Simulation 434',2,4,0,0,0.186,1910,882,0,0,1011,17,40000,0,40000,0.529319372
'Simulation 435',2,4,0,0,0.186,1822,1016,0,0,791,15,40000,0,40000,0.43413831
'AveragedSim',2,4,0,0,0.186,1857.4,995.2,0,0,843.6,18.6,40000,0,40000,0.454183267
'Simulation 436',2,4,0,0,0.187,1850,902,0,0,925,23,40000,0,40000,0.5
'Simulation 437',2,4,0,0,0.187,1896,903,0,0,970,23,40000,0,40000,0.511603376
'Simulation 438',2,4,0,0,0.187,1834,939,0,0,876,19,40000,0,40000,0.477644493
'Simulation 439',2,4,0,0,0.187,1918,997,0,0,907,14,40000,0,40000,0.472888425
'Simulation 440',2,4,0,0,0.187,1815,1037,0,0,767,11,40000,0,40000,0.422589532
'AveragedSim',2,4,0,0,0.187,1862.6,955.6,0,0,889,18,40000,0,40000,0.47728981
'Simulation 441',2,4,0,0,0.188,1885,1037,0,0,829,19,40000,0,40000,0.439787798
'Simulation 442',2,4,0,0,0.188,1909,993,0,0,900,16,40000,0,40000,0.471451021
'Simulation 443',2,4,0,0,0.188,1917,919,0,0,981,17,40000,0,40000,0.511737089
'Simulation 444',2,4,0,0,0.188,1818,1073,0,0,726,19,40000,0,40000,0.399339934
'Simulation 445',2,4,0,0,0.188,1869,1023,0,0,829,17,40000,0,40000,0.443552702
'AveragedSim',2,4,0,0,0.188,1879.6,1009,0,0,853,17.6,40000,0,40000,0.453819962
'Simulation 446',2,4,0,0,0.189,1896,1020,0,0,863,13,40000,0,40000,0.455168776
'Simulation 447',2,4,0,0,0.189,1918,952,0,0,946,20,40000,0,40000,0.493222106
'Simulation 448',2,4,0,0,0.189,1935,1009,0,0,912,14,40000,0,40000,0.471317829
'Simulation 449',2,4,0,0,0.189,1821,987,0,0,809,25,40000,0,40000,0.444261395
'Simulation 450',2,4,0,0,0.189,1900,996,0,0,882,22,40000,0,40000,0.464210526
'AveragedSim',2,4,0,0,0.189,1894,992.8,0,0,882.4,18.8,40000,0,40000,0.465892291
'Simulation 451',2,4,0,0,0.19,1866,951,0,0,893,22,40000,0,40000,0.478563773
'Simulation 452',2,4,0,0,0.19,1905,871,0,0,1018,16,40000,0,40000,0.534383202
'Simulation 453',2,4,0,0,0.19,1905,1039,0,0,845,21,40000,0,40000,0.443569554
'Simulation 454',2,4,0,0,0.19,1915,940,0,0,956,19,40000,0,40000,0.49921671
'Simulation 455',2,4,0,0,0.19,2024,891,0,0,1114,19,40000,0,40000,0.550395257
'AveragedSim',2,4,0,0,0.19,1923,938.4,0,0,965.2,19.4,40000,0,40000,0.501924077
'Simulation 456',2,4,0,0,0.191,1921,958,0,0,938,25,40000,0,40000,0.48828735
'Simulation 457',2,4,0,0,0.191,1904,949,0,0,937,18,40000,0,40000,0.492121849
'Simulation 458',2,4,0,0,0.191,1900,987,0,0,889,24,40000,0,40000,0.467894737
'Simulation 459',2,4,0,0,0.191,1889,1003,0,0,865,21,40000,0,40000,0.45791424
'Simulation 460',2,4,0,0,0.191,1858,951,0,0,878,29,40000,0,40000,0.47255113
'AveragedSim',2,4,0,0,0.191,1894.4,969.6,0,0,901.4,23.4,40000,0,40000,0.47582348
'Simulation 461',2,4,0,0,0.192,1972,893,0,0,1055,24,40000,0,40000,0.534989858
'Simulation 462',2,4,0,0,0.192,1941,987,0,0,933,21,40000,0,40000,0.480680062
'Simulation 463',2,4,0,0,0.192,1907,1062,0,0,825,20,40000,0,40000,0.432616675
'Simulation 464',2,4,0,0,0.192,1953,973,0,0,968,12,40000,0,40000,0.495647721
'Simulation 465',2,4,0,0,0.192,1937,943,0,0,974,20,40000,0,40000,0.502839442
'AveragedSim',2,4,0,0,0.192,1942,971.6,0,0,951,19.4,40000,0,40000,0.489701339
'Simulation 466',2,4,0,0,0.193,1916,949,0,0,948,19,40000,0,40000,0.494780793
'Simulation 467',2,4,0,0,0.193,1973,1032,0,0,931,10,40000,0,40000,0.471870248
'Simulation 468',2,4,0,0,0.193,1919,922,0,0,981,16,40000,0,40000,0.511203752
'Simulation 469',2,4,0,0,0.193,1929,981,0,0,936,12,40000,0,40000,0.485225505
'Simulation 470',2,4,0,0,0.193,1891,994,0,0,885,12,40000,0,40000,0.468006346
'AveragedSim',2,4,0,0,0.193,1925.6,975.6,0,0,936.2,13.8,40000,0,40000,0.486186124
'Simulation 471',2,4,0,0,0.194,1956,970,0,0,972,14,40000,0,40000,0.496932515
'Simulation 472',2,4,0,0,0.194,1915,934,0,0,958,23,40000,0,40000,0.500261097
'Simulation 473',2,4,0,0,0.194,2002,849,0,0,1138,15,40000,0,40000,0.568431568
'Simulation 474',2,4,0,0,0.194,1922,956,0,0,943,23,40000,0,40000,0.490634755
